,V_f (m^3),work (J)
605,0.22100000000000003,-1977.9922300372436
606,0.2212,-1980.248530322729
607,0.22140000000000004,-1982.5027914778675
608,0.22160000000000002,-1984.7550171850637
609,0.22180000000000002,-1987.0052111167595
610,0.22200000000000003,-1989.2533769354645
611,0.2222,-1991.4995182937948
612,0.22240000000000004,-1993.7436388345093
613,0.22260000000000002,-1995.9857421905401
614,0.22280000000000003,-1998.2258319850355
615,0.22300000000000003,-2000.4639118313885
616,0.2232,-2002.699985333275
617,0.22340000000000004,-2004.9340560846886
618,0.22360000000000002,-2007.1661276699729
619,0.22380000000000003,-2009.3962036638595
620,0.22400000000000003,-2011.6242876315002
621,0.2242,-2013.8503831284997
622,0.22440000000000004,-2016.0744937009554
623,0.22460000000000002,-2018.296622885482
624,0.22480000000000003,-2020.516774209256
625,0.22500000000000003,-2022.7349511900404
626,0.22520000000000004,-2024.9511573362229
627,0.22540000000000002,-2027.1653961468473
628,0.22560000000000002,-2029.3776711116489
629,0.22580000000000003,-2031.587985711084
630,0.22600000000000003,-2033.7963434163657
631,0.22620000000000004,-2036.0027476894952
632,0.22640000000000002,-2038.2072019832945
633,0.22660000000000002,-2040.4097097414403
634,0.22680000000000003,-2042.6102743984934
635,0.22700000000000004,-2044.8088993799338
636,0.22720000000000004,-2047.0055881021901
637,0.22740000000000002,-2049.200343972673
638,0.22760000000000002,-2051.3931703898083
639,0.22780000000000003,-2053.584070743064
640,0.22800000000000004,-2055.773048412986
641,0.22820000000000004,-2057.9601067712288
642,0.22840000000000002,-2060.145249180583
643,0.22860000000000003,-2062.328478995013
644,0.22880000000000003,-2064.5097995596807
645,0.22900000000000004,-2066.6892142109805
646,0.22920000000000004,-2068.86672627657
647,0.22940000000000002,-2071.042339075398
648,0.22960000000000003,-2073.2160559177373
649,0.22980000000000003,-2075.3878801052133
650,0.23000000000000004,-2077.557814930836
651,0.23020000000000002,-2079.725863679026
652,0.23040000000000002,-2081.89202962565
653,0.23060000000000003,-2084.0563160380457
654,0.23080000000000003,-2086.218726175054
655,0.23100000000000004,-2088.379263287047
656,0.23120000000000002,-2090.537930615958
657,0.23140000000000002,-2092.694731395311
658,0.23160000000000003,-2094.849668850249
659,0.23180000000000003,-2097.0027461975637
660,0.23200000000000004,-2099.1539666457234
661,0.23220000000000002,-2101.3033333949033
662,0.23240000000000002,-2103.450849637011
663,0.23260000000000003,-2105.596518555719
664,0.23280000000000003,-2107.7403433264894
665,0.23300000000000004,-2109.8823271166048
666,0.23320000000000002,-2112.0224730851946
667,0.23340000000000002,-2114.1607843832635
668,0.23360000000000003,-2116.297264153719
