,T (K),U (eV),F (eV),S (eV/K)
1123,1423.0,0.05063589042472927,-0.205728897835485,0.0001801579537294984
1124,1424.0,0.050693096730839216,-0.20590907589234578,0.00018019814082811947
1125,1425.0,0.05075028864021647,-0.20608929411714125,0.0001802382896088084
1126,1426.0,0.05080746610454412,-0.2062695524715634,0.00018027840009149365
1127,1427.0,0.050864629076045276,-0.20644985091732423,0.00018031847229631193
1128,1428.0,0.05092177750668725,-0.20663018941615602,0.00018035850624331662
1129,1429.0,0.050978911348863676,-0.20681056792981087,0.0001803985019526999
1130,1430.0,0.05103603055513872,-0.20699098642006142,0.00018043845944473724
1131,1431.0,0.05109313507810498,-0.20717144484870034,0.0001804783787398151
1132,1432.0,0.051150224870724514,-0.20735194317754105,0.00018051825985844483
1133,1433.0,0.05120729988610151,-0.20753248136841723,0.00018055810282106843
1134,1434.0,0.05126436007731172,-0.20771305938318319,0.00018059790764829442
1135,1435.0,0.0513214053979425,-0.20789367718371382,0.00018063767436087008
1136,1436.0,0.051378435801495925,-0.20807433473190493,0.0001806774029795566
1137,1437.0,0.0514354512417583,-0.20825503198967293,0.00018071709352515675
1138,1438.0,0.05149245167254435,-0.20843576891895524,0.00018075674601861214
1139,1439.0,0.05154943704815196,-0.20861654548171016,0.00018079636048096148
1140,1440.0,0.05160640732265165,-0.20879736163991716,0.0001808359369332435
1141,1441.0,0.05166336245065395,-0.20897821735557665,0.00018087547539660798
1142,1442.0,0.051720302386826233,-0.20915911259071038,0.00018091497589237115
1143,1443.0,0.05177722708589272,-0.2093400473073614,0.00018095443844176606
1144,1444.0,0.051834136502804995,-0.2095210214675939,0.00018099386306617837
1145,1445.0,0.05189103059279887,-0.20970203503349374,0.00018103324978711866
1146,1446.0,0.05194790931108173,-0.20988308796716815,0.00018107259862606973
1147,1447.0,0.05200477261320202,-0.21006418023074588,0.00018111190960465318
1148,1448.0,0.0520616204548503,-0.21024531178637745,0.00018115118274456
1149,1449.0,0.05211845279188765,-0.210426482596235,0.00018119041806756442
1150,1450.0,0.052175269580232,-0.21060769262251258,0.00018122961559548234
1151,1451.0,0.05223207077617076,-0.21078894182742597,0.00018126877535019903
1152,1452.0,0.05228885633599134,-0.21097023017321298,0.00018130789735373853
1153,1453.0,0.052345626216151686,-0.21115155762213345,0.00018134698162808327
1154,1454.0,0.052402380373422375,-0.21133292413646915,0.00018138602819534055
1155,1455.0,0.05245911876468767,-0.21151432967852413,0.00018142503707775648
1156,1456.0,0.05251584134683185,-0.21169577421062466,0.00018146400829757714
1157,1457.0,0.05257254807716549,-0.21187725769511928,0.00018150294187709026
1158,1458.0,0.0526292389129992,-0.21205878009437884,0.0001815418378386946
1159,1459.0,0.05268591381187093,-0.21224034137079667,0.00018158069620487216
1160,1460.0,0.052742572731546034,-0.21242194148678858,0.00018161951699816048
1161,1461.0,0.052799215629733,-0.212603580404793,0.00018165830024113871
1162,1462.0,0.05285584246462349,-0.21278525808727086,0.00018169704595649705
1163,1463.0,0.05291245319421023,-0.21296697449670599,0.00018173575416695342
1164,1464.0,0.05296904777705436,-0.21314872959560477,0.00018177442489523965
1165,1465.0,0.05302562617154649,-0.21333052334649646,0.00018181305816433735
1166,1466.0,0.053082188336446734,-0.21351235571193344,0.00018185165399717262
1167,1467.0,0.05313873423057203,-0.2136942266544908,0.00018189021241661607
1168,1468.0,0.05319526381296669,-0.21387613613676668,0.0001819287334458436
1169,1469.0,0.053251777042760295,-0.2140580841213825,0.00018196721710801722
1170,1470.0,0.05330827387930981,-0.2142400705709827,0.00018200566342618796
1171,1471.0,0.05336475428214271,-0.21442209544823487,0.0001820440724236705
1172,1472.0,0.05342121821090018,-0.21460415871583005,0.00018208244412379337
1173,1473.0,0.05347766562542233,-0.21478626033648246,0.00018212077854991293
1174,1474.0,0.05353409648574825,-0.21496840027292988,0.00018215907572552426
1175,1475.0,0.05359051075197385,-0.2151505784879335,0.0001821973356740808
1176,1476.0,0.05364690838445085,-0.21533279494427804,0.00018223555841914707
1177,1477.0,0.05370328934358781,-0.2155150496047718,0.00018227374398435692
1178,1478.0,0.053759653590077505,-0.21569734243224675,0.00018231189239337198
1179,1479.0,0.05381600108466955,-0.21587967338955855,0.00018235000366997878
1180,1480.0,0.05387233178842621,-0.2160620424395867,0.00018238807783797772
1181,1481.0,0.05392864566235289,-0.2162444495452345,0.00018242611492119698
1182,1482.0,0.05398494266771081,-0.2164268946694291,0.00018246411494357573
1183,1483.0,0.05404122276601697,-0.21660937777512165,0.00018250207792910866
1184,1484.0,0.05409748591878838,-0.21679189882528732,0.00018254000390185987
1185,1485.0,0.05415373208776941,-0.21697445778292537,0.00018257789288583792
1186,1486.0,0.054209961234931825,-0.217157054611059,0.00018261574490525956
1187,1487.0,0.05426617332230421,-0.2173396892727359,0.0001826535599843554
1188,1488.0,0.0543223683120857,-0.2175223617310277,0.00018269133814731442
1189,1489.0,0.05437854616664595,-0.21770507194903052,0.00018272907941856154
1190,1490.0,0.05443470684855356,-0.21788781988986483,0.0001827667838224245
