,T (K),U (eV),F (eV),S (eV/K)
359,659.0,0.0026705855102235887,-0.10229507167063488,0.00015928018537993138
360,660.0,0.002690418539351924,-0.10245436687149007,0.00015931025811150024
361,661.0,0.00271033674763288,-0.10261369218685788,0.00015934041427471957
362,662.0,0.0027303401289628937,-0.1027730477000395,0.00015937065360811103
363,663.0,0.0027504286758102126,-0.1029324334940741,0.0001594009758492665
364,664.0,0.0027706023792504197,-0.10309184965173804,0.00015943138073482022
365,665.0,0.0027908612289166967,-0.10325129625554375,0.00015946186800040035
366,666.0,0.002811205213042456,-0.10341077338773884,0.00015949243738077462
367,667.0,0.0028316343184542347,-0.1035702811303053,0.000159523088609774
368,668.0,0.0028521485305930128,-0.10372981956495839,0.00015955382142032737
369,669.0,0.0028727478334715784,-0.10388938877314595,0.00015958463554448937
370,670.0,0.0028934322097526888,-0.10404898883604737,0.0001596155307134195
371,671.0,0.0029142016407206484,-0.10420861983457279,0.00015964650665747232
372,672.0,0.0029350561062599922,-0.10436828184936231,0.00015967756310610037
373,673.0,0.0029559955848768027,-0.10452797496078499,0.00015970869978795127
374,674.0,0.002977020053762658,-0.10468769924893821,0.0001597399164309024
375,675.0,0.0029981294887377885,-0.1048474547936468,0.0001597712127619777
376,676.0,0.003019323864236867,-0.10500724167446217,0.00015980258850741003
377,677.0,0.0030406031534013778,-0.10516705997066161,0.00015983404339271062
378,678.0,0.003061967328001458,-0.10532690976124759,0.00015986557714260663
379,679.0,0.0030834163584856356,-0.10548679112494683,0.00015989718948106885
380,680.0,0.0031049502139879337,-0.10564670414020973,0.0001599288801313603
381,681.0,0.003126568862313661,-0.10580664888520955,0.00015996064881601546
382,682.0,0.003148272269960728,-0.10596662543784176,0.000159992495256861
383,683.0,0.0031700604021196455,-0.10612663387572327,0.00016002441917502969
